stock,Region1Name,Region2Name,Region3Name,Region4Name,pst_agg,juv_marine,juv_marine_updated
PAHSIMEROI_R,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling,Upper Col. Yearling
RAPID_RIVER,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling,Upper Col. Yearling
RAPID_R_H,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling,Upper Col. Yearling
RED_R,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling,Upper Col. Yearling
S FK SALMON,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling,Upper Col. Yearling
SALMON R,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling,Upper Col. Yearling
SALMON R WILD,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling,Upper Col. Yearling
SAWTOOTH_H,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling,Upper Col. Yearling
SECECH,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling,Upper Col. Yearling
SECECH_RIVER,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling,Upper Col. Yearling
SECESH_R,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling,Upper Col. Yearling
SNAKE R,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling,Upper Col. Yearling
SNAKE R-LOWR 33.0002,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling,Upper Col. Yearling
SNAKE R. X,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling,Upper Col. Yearling
SNAKE_S,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling,Upper Col. Yearling
TUCANNON R   35.0009,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling,Upper Col. Yearling
TUCANNON R CAPTIVE,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling,Upper Col. Yearling
TUCANNON_H,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling,Upper Col. Yearling
TUCANNON_R,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling,Upper Col. Yearling
TUCANNON_RIVER,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling,Upper Col. Yearling
UPPER_SALMON_SNAKE_R,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling,Upper Col. Yearling
UPPER_SALMON_SR,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling,Upper Col. Yearling
UPPER_VALLEY_CREEK,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling,Upper Col. Yearling
VALLEY_CREEK,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling,Upper Col. Yearling
WALLOWA R,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling,Upper Col. Yearling
YAQUINA B SALMON RAN,Snake_R_sp/su,Snake Sp-Su,Snake,ColR,CR-upper_sp,Upper Col. Yearling,Upper Col. Yearling
BLANCHARD,Alsek,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
BLANCHARD_RIVER,Alsek,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
KLUKSHU,Alsek,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
KLUKSHU_RIVER,Alsek,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
KUDWAT_CR,Alsek,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
KUDWAT_CREEK,Alsek,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
TAKHANNE,Alsek,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
TAKHANNE_RIVER,Alsek,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
TATSHENSHINI_RIVER,Alsek,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
ASHLULM_CREEK,Central_Coast,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
ASHLU_CREEK,Central_Coast,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
CHUCKWALLA,Central_Coast,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
CHUCKWALLA_RIVER,Central_Coast,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
DEAN,Central_Coast,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
DEAN_RIVER,Central_Coast,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
DEAN_RIVER-LOWER,Central_Coast,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
DEAN_RIVER-UPPER,Central_Coast,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
DOCEE_RIVER,Central_Coast,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
HOMATHKO_R,Central_Coast,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
HOMATHKO_RIVER,Central_Coast,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
NEKITE_CH,Central_Coast,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
RIVERS INLET SEAPEN,Central_Coast,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
SHEEMAHANT_R,Central_Coast,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
U_DEAN,Central_Coast,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
WANNOCK_R,Central_Coast,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
WANNOCK_RIVER,Central_Coast,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
S-NIMPKISH/WOSS R,ECVI,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
DEENA_CR,Haida_Gwaii,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
PALLANT_CR,Haida_Gwaii,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
YAKOUN_RIVER,Haida_Gwaii,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
CAMPBELL_RIVER,NEVI,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
GLENLION_R,NEVI,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
GOODSPEED_R,NEVI,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
KEOGH R,NEVI,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
KEOGH_R,NEVI,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
LITTLECAMPBELL,NEVI,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
LITTLE_CAMPBELL_R,NEVI,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
LITTLE_CAMPBELL_RIVER,NEVI,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
NAHWITTI_R,NEVI,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
NIMPKISH,NEVI,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
NIMPKISH_RIVER,NEVI,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
QUATSE,NEVI,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
QUATSESE_R,NEVI,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
QUATSE_RIVER,NEVI,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
S-NIMPKISH R,NEVI,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
S-WOSS R,NEVI,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
STEPHENS_CR,NEVI,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
AALTANHASH_R,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
ATNARKO,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
ATNARKO_RIVER,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
ATNARKO_RIVER_UPPER,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
DOCEE,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
DRAKE_CR,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
DUNN_CR,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
ECSTALL_RIVER,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
EVELYN_CR,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
HAGENSBORG_SL,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
HIRSCH,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
HIRSCH_CREEK,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
HUGH_CR,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
KASIKS_R,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
KASIKS_RIVER,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
KHUTZE_R,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
KILBELLA,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
KILBELLA_R,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
KILBELLA_RIVER,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
KILDALA,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
KILDALA_RIVER,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
KILTUISH_R,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
KITIMAT,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
KITIMAT_R,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
KITIMAT_RIVER,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
KITLOPE,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
KITLOPE_RIVER,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
LOWATNARKO,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
LOWATNARKO(11),NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
NEECHANZE,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
NEECHANZE_R,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
NEECHANZ_RIVER,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
NUSATSUM,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
NUSATSUM_RIVER,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
QUAAL_R,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
S-ATNARKO R LOW,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
S-ATNARKO R UP,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
S-KILBELLA R,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
SALLOOMT_R,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
SALLOOMT_RIVER,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
SALOOMPT,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
SNOOTLI CREEK H,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
SNOOTLI_CR,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
TAKIA,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
TAKIA_RIVER,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
TANKEEAH_R,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
U_ATNARKO,NOMN,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
CRANBERRY,Nass,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
CRANBERRY_RIVER,Nass,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
DAMDOCHAX,Nass,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
DAMDOCHAX_CREEK,Nass,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
ISHKHEENICKH,Nass,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
ISHKHEENICKH_RIVER,Nass,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
KATEEN,Nass,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
KATEEN_RIVER,Nass,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
KINCOLITH,Nass,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
KINCOLITH_RIVER,Nass,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
KITEEN,Nass,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
KITEEN_RIVER,Nass,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
KWINAGEESE,Nass,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
KWINAGEESE_RIVER,Nass,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
KWINAMASS,Nass,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
KWINAMASS_RIVER,Nass,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
MEZIADIN,Nass,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
MEZIADIN_RIVER,Nass,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
OWEEGEE_CREEK,Nass,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
OWEGEE,Nass,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
SEASKINNISH,Nass,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
SEASKINNISH_CREEK,Nass,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
SNOWBANK,Nass,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
SNOWBANK_CREEK,Nass,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
TEIGEN,Nass,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
TEIGEN_CREEK,Nass,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
TSEAX,Nass,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
TSEAX_R,Nass,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
TSEAX_SLOUGH,Nass,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
YAKOUN,Haida_Gwaii,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
BULKLEY_EARLY,Skeena_Bulkley,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
BULKLEY_RIVER-UPPER,Skeena_Bulkley,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
MORICE_R,Skeena_Bulkley,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
MORICE_RIVER,Skeena_Bulkley,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
S-BULKLEY R UP,Skeena_Bulkley,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
S-KITSUM ABV CANYON,Skeena_Bulkley,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
S-KITSUM BEL CANYON,Skeena_Bulkley,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
S-MORICE R,Skeena_Bulkley,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
SUSKWA,Skeena_Bulkley,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
ECSTALL,Skeena_Lower,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
EXCHAMSIKS,Skeena_Lower,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
EXCHAMSIKS_RIVER,Skeena_Lower,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
EXSTEW_R,Skeena_Lower,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
EXSTEW_RIVER,Skeena_Lower,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
FIDDLER_CR,Skeena_Lower,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
FIDDLER_CREEK,Skeena_Lower,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
GITNADOIX,Skeena_Lower,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
GITNADOIX_RIVER,Skeena_Lower,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
KHYEX_R,Skeena_Lower,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
KHYEX_RIVER,Skeena_Lower,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
KLOIYA_RIVER,Skeena_Lower,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
L_KALUM,Skeena_Lower,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
L_KALUM@AC,Skeena_Lower,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
ZYMAGOTITZ_RIVER,Skeena_Lower,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
BABINE,Skeena_Mid,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
BABINE_RIVER-SECTIONS_1_TO_3,Skeena_Mid,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
BABINE_RIVER_SECTIONS_1_TO_3,Skeena_Mid,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
BABINE_RIVER___SECTION_4,Skeena_Mid,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
KISPIOX,Skeena_Mid,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
KISPIOX_RIVER,Skeena_Mid,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
KITSUMKALUM_R,Skeena_Mid,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
KITSUMKALUM_RIVER-LOWER,Skeena_Mid,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
KITWANGA,Skeena_Mid,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
KITWANGA_RIVER,Skeena_Mid,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
NANGEESE_R,Skeena_Mid,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
NANGEESE_RIVER,Skeena_Mid,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
SHEGUNIA_R,Skeena_Mid,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
SHEGUNIA_RIVER,Skeena_Mid,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
SICINTINE_RIVER,Skeena_Mid,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
SKEENA@TERRACE,Skeena_Mid,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
SKEENA_RIVER,Skeena_Mid,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
SWEETIN,Skeena_Mid,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
SWEETIN_RIVER,Skeena_Mid,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
THOMAS_CR,Skeena_Mid,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
THOMAS_CREEK,Skeena_Mid,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
ZYMOGOTITZ_R,Skeena_Mid,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
BEAR,Skeena_Upper,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
BEAR_RIVER,Skeena_Upper,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
KITSEGUECLA_R,Skeena_Upper,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
KLUATANTAN,Skeena_Upper,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
KLUATANTAN_RIVER,Skeena_Upper,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
KLUAYAZ_CR,Skeena_Upper,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
KLUAYAZ_CREEK,Skeena_Upper,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
KULDO_C,Skeena_Upper,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
KULDO_CREEK,Skeena_Upper,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
OTSI_CR,Skeena_Upper,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
OTSI_CREEK,Skeena_Upper,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
SICINTINE_R,Skeena_Upper,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
SLAMGEESH,Skeena_Upper,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
SLAMGEESH_RIVER,Skeena_Upper,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
SQUINGULA_R,Skeena_Upper,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
SQUINGULA_RIVER,Skeena_Upper,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
SUSTUT,Skeena_Upper,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
SUSTUT_RIVER,Skeena_Upper,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
ANDREAFSKY_RIVER,Stikine,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
ANDREAFSKY_RIVER_EAST_FORK,Stikine,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
ANDREW_CR,Stikine,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
ANDREW_CREEK,Stikine,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
ANDREW_CRYH,Stikine,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
ANDREW_MEDH,Stikine,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
CHRISTINA,Stikine,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
CHRISTINA_CREEK,Stikine,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
CRAIG,Stikine,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
CRAIG_RIVER,Stikine,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
DWORSHAK_H,Stikine,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
JOHNNY_TASHOOT,Stikine,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
