"aggregate","management_unit","stock"
"Fraser_Yearling","Fraser_Spring_5.2","BOWRON"
"Fraser_Yearling","Fraser_Spring_5.2","BOWRON_RIVER"
"Fraser_Yearling","Fraser_Spring_5.2","BRENNER HATCHERY"
"Fraser_Yearling","Fraser_Spring_5.2","BRIDGE"
"Fraser_Yearling","Fraser_Spring_5.2","BRIDGE_RIVER"
"Fraser_Yearling","Fraser_Spring_5.2","CARIBOO_RIVER"
"Fraser_Yearling","Fraser_Spring_5.2","CARIBOO_RIVER-UPPER"
"Fraser_Yearling","Fraser_Spring_5.2","CHILAKO"
"Fraser_Yearling","Fraser_Spring_5.2","CHILCOTIN_RIVER-LOWER"
"Fraser_Yearling","Fraser_Spring_5.2","CHILCOTIN_RIVER-UPPER"
"Fraser_Yearling","Fraser_Spring_5.2","COTTONWOOD"
"Fraser_Yearling","Fraser_Spring_5.2","COTTONWOOD_RIVER_LOWER"
"Fraser_Yearling","Fraser_Spring_5.2","DOME"
"Fraser_Yearling","Fraser_Spring_5.2","DOME_CREEK"
"Fraser_Yearling","Fraser_Spring_5.2","EAGLE_R"
"Fraser_Yearling","Fraser_Spring_5.2","EAGLE_RIVER"
"Fraser_Yearling","Fraser_Spring_5.2","ENDAKO"
"Fraser_Yearling","Fraser_Spring_5.2","ENDAKO_RIVER"
"Fraser_Yearling","Fraser_Spring_5.2","FINN"
"Fraser_Yearling","Fraser_Spring_5.2","FINN_CREEK"
"Fraser_Yearling","Fraser_Spring_5.2","FONTONIKO"
"Fraser_Yearling","Fraser_Spring_5.2","FONTONIKO_CREEK"
"Fraser_Yearling","Fraser_Spring_5.2","GOAT"
"Fraser_Yearling","Fraser_Spring_5.2","GOAT_CR"
"Fraser_Yearling","Fraser_Spring_5.2","GOAT_RIVER"
"Fraser_Yearling","Fraser_Spring_5.2","HOLMES"
"Fraser_Yearling","Fraser_Spring_5.2","HOLMES_RIVER"
"Fraser_Yearling","Fraser_Spring_5.2","HORSEFLY"
"Fraser_Yearling","Fraser_Spring_5.2","HORSEFLY_RIVER"
"Fraser_Yearling","Fraser_Spring_5.2","HORSEY"
"Fraser_Yearling","Fraser_Spring_5.2","HORSEY_CREEK"
"Fraser_Yearling","Fraser_Spring_5.2","INDIANPOINT"
"Fraser_Yearling","Fraser_Spring_5.2","INDIANPOINT_CREEK"
"Fraser_Yearling","Fraser_Spring_5.2","JAMES"
"Fraser_Yearling","Fraser_Spring_5.2","KENNETH_CR"
"Fraser_Yearling","Fraser_Spring_5.2","KENNETH_CREEK"
"Fraser_Yearling","Fraser_Spring_5.2","L_CHILCOTI"
"Fraser_Yearling","Fraser_Spring_5.2","MCGREGOR"
"Fraser_Yearling","Fraser_Spring_5.2","MCGREGOR_RIVER"
"Fraser_Yearling","Fraser_Spring_5.2","MORKILL"
"Fraser_Yearling","Fraser_Spring_5.2","MORKILL_RIVER"
"Fraser_Yearling","Fraser_Spring_5.2","NAZKO"
"Fraser_Yearling","Fraser_Spring_5.2","NECHAKO"
"Fraser_Yearling","Fraser_Spring_5.2","PITT_RIVER-UPPER"
"Fraser_Yearling","Fraser_Spring_5.2","PTARMIGAN"
"Fraser_Yearling","Fraser_Spring_5.2","PTARMIGAN_CREEK"
"Fraser_Yearling","Fraser_Spring_5.2","SALMON@PG"
"Fraser_Yearling","Fraser_Spring_5.2","SALMON_RIVER"
"Fraser_Yearling","Fraser_Spring_5.2","SALMON_RIVER(THOM)"
"Fraser_Yearling","Fraser_Spring_5.2","SALMON_RIVER_SOTH"
"Fraser_Yearling","Fraser_Spring_5.2","SEYMOUR@THOMP"
"Fraser_Yearling","Fraser_Spring_5.2","SEYMOUR_RIVER"
"Fraser_Yearling","Fraser_Spring_5.2","SLIM_C"
"Fraser_Yearling","Fraser_Spring_5.2","SLIM_CREEK"
"Fraser_Yearling","Fraser_Spring_5.2","SWIFT"
"Fraser_Yearling","Fraser_Spring_5.2","SWIFT_CREEK"
"Fraser_Yearling","Fraser_Spring_5.2","TASEKO"
"Fraser_Yearling","Fraser_Spring_5.2","TETE_JAUNE"
"Fraser_Yearling","Fraser_Spring_5.2","TORPY"
"Fraser_Yearling","Fraser_Spring_5.2","TORPY_RIVER"
"Fraser_Yearling","Fraser_Spring_5.2","U_CARIBOO"
"Fraser_Yearling","Fraser_Spring_5.2","U_CHILCOTIN"
"Fraser_Yearling","Fraser_Spring_5.2","UPPER_PITT"
"Fraser_Yearling","Fraser_Spring_5.2","WALKER_CREEK"
"Fraser_Yearling","Fraser_Spring_5.2","WEST_ROAD_(BLACKWATER)_RIVER"
"Fraser_Yearling","Fraser_Spring_5.2","WEST_ROAD__BLACKWATER_RIVER"
"Fraser_Yearling","Fraser_Spring_5.2","WEST_ROAD_BLACKWATER_RIVER"
"Fraser_Yearling","Fraser_Spring_5.2","WESTROAD"
"Fraser_Yearling","Fraser_Spring_5.2","WHITEHORSE POND"
"Fraser_Yearling","Fraser_Spring_5.2","WILLOW_R"
"Fraser_Yearling","Fraser_Spring_5.2","WILLOW_RIVER"
"Fraser_Yearling","Fraser_Summer_5.2","BARRIERE"
"Fraser_Yearling","Fraser_Summer_5.2","BARRIERE_RIVER"
"Fraser_Yearling","Fraser_Summer_5.2","BIG_SILVER"
"Fraser_Yearling","Fraser_Summer_5.2","BIG_SILVER_CREEK"
"Fraser_Yearling","Fraser_Summer_5.2","CHILKO"
"Fraser_Yearling","Fraser_Summer_5.2","CHILKO_RIVER"
"Fraser_Yearling","Fraser_Summer_5.2","CLEARWATER"
"Fraser_Yearling","Fraser_Summer_5.2","CLEARWATER_RIVER"
"Fraser_Yearling","Fraser_Summer_5.2","ELKIN_CREEK"
"Fraser_Yearling","Fraser_Summer_5.2","ELKIN_R"
"Fraser_Yearling","Fraser_Summer_5.2","KUZKWA_CR"
"Fraser_Yearling","Fraser_Summer_5.2","KUZKWA_RIVER"
"Fraser_Yearling","Fraser_Summer_5.2","L_CARIBOO"
"Fraser_Yearling","Fraser_Summer_5.2","LEMIEUX_CR"
"Fraser_Yearling","Fraser_Summer_5.2","LEMIEUX_CREEK"
"Fraser_Yearling","Fraser_Summer_5.2","N_THOM@MAIN"
"Fraser_Yearling","Fraser_Summer_5.2","NECHAKO_RIVER"
"Fraser_Yearling","Fraser_Summer_5.2","QUESNEL"
"Fraser_Yearling","Fraser_Summer_5.2","QUESNEL_RIVER"
"Fraser_Yearling","Fraser_Summer_5.2","RAFT_R"
"Fraser_Yearling","Fraser_Summer_5.2","RAFT_RIVER"
"Fraser_Yearling","Fraser_Summer_5.2","S-CHILKO R"
"Fraser_Yearling","Fraser_Summer_5.2","SLOQUET_CR"
"Fraser_Yearling","Fraser_Summer_5.2","SLOQUET_CREEK"
"Fraser_Yearling","Fraser_Summer_5.2","STUART"
"Fraser_Yearling","Fraser_Summer_5.2","STUART_RIVER"
"Fraser_Yearling","Fraser_Summer_5.2","TASEKO_RIVER"
"NBC_SEAK","Alaska","BIG_BOULDER_C"
"NBC_SEAK","Alaska","DECEPTION CR 247-41"
"NBC_SEAK","Alaska","GISASA_RIVER"
"NBC_SEAK","Alaska","KING_SALMON"
"NBC_SEAK","Alaska","NULATO_RIVER_SOUTH_FORK"
"NBC_SEAK","Alaska","SITUK"
"NBC_SEAK","Alaska","SITUK_RIVER"
"NBC_SEAK","Alaska","TAHINI"
"NBC_SEAK","Alaska","UNUK"
"NBC_SEAK","Alaska","WHITMAN LAKE H"
"NBC_SEAK","Alsek","BLANCHARD"
"NBC_SEAK","Alsek","CHRISTINA"
"NBC_SEAK","Alsek","KLUKSHU"
"NBC_SEAK","Alsek","KUDWAT_CR"
"NBC_SEAK","Alsek","TAKHANNE"
"NBC_SEAK","Central_Coast","CHUCKWALLA"
"NBC_SEAK","Central_Coast","RIVERS INLET SEAPEN"
"NBC_SEAK","ECVI","NIMPKISH"
"NBC_SEAK","ECVI","NIMPKISH_RIVER"
"NBC_SEAK","ECVI","S-NIMPKISH R"
"NBC_SEAK","ECVI","S-NIMPKISH/WOSS R"
"NBC_SEAK","N_Gulf_Coast_Alsek_R","KLUKSHU_R"
"NBC_SEAK","N_Gulf_Coast_Situk_R","SITUK_R"
"NBC_SEAK","Nass","CRANBERRY"
"NBC_SEAK","Nass","DAMDOCHAX"
"NBC_SEAK","Nass","ISHKHEENICKH"
"NBC_SEAK","Nass","KINCOLITH"
"NBC_SEAK","Nass","KITEEN"
"NBC_SEAK","Nass","KITEEN_RIVER"
"NBC_SEAK","Nass","KWINAGEESE"
"NBC_SEAK","Nass","KWINAGEESE_RIVER"
"NBC_SEAK","Nass","KWINAMASS"
"NBC_SEAK","Nass","MEZIADIN"
"NBC_SEAK","Nass","OWEGEE"
"NBC_SEAK","Nass","SEASKINNISH"
"NBC_SEAK","Nass","SEASKINNISH_CREEK"
"NBC_SEAK","Nass","SNOWBANK"
"NBC_SEAK","Nass","TEIGEN"
"NBC_SEAK","Nass","TSEAX"
"NBC_SEAK","NOMN","ASHLU_CREEK"
"NBC_SEAK","NOMN","ATNARKO"
"NBC_SEAK","NOMN","ATNARKO_RIVER"
"NBC_SEAK","NOMN","ATNARKO_RIVER_UPPER"
"NBC_SEAK","NOMN","BEAR"
"NBC_SEAK","NOMN","BEAR_RIVER"
"NBC_SEAK","NOMN","CHRISTINA_CREEK"
"NBC_SEAK","NOMN","CHUCKWALLA_RIVER"
"NBC_SEAK","NOMN","CRANBERRY_RIVER"
"NBC_SEAK","NOMN","DAMDOCHAX_CREEK"
"NBC_SEAK","NOMN","DEAN"
"NBC_SEAK","NOMN","DEAN_RIVER-LOWER"
"NBC_SEAK","NOMN","DEAN_RIVER-UPPER"
"NBC_SEAK","NOMN","DOCEE"
"NBC_SEAK","NOMN","FIDDLER_CREEK"
"NBC_SEAK","NOMN","HIRSCH"
"NBC_SEAK","NOMN","HIRSCH_CREEK"
"NBC_SEAK","NOMN","HOMATHKO_RIVER"
"NBC_SEAK","NOMN","ISHKHEENICKH_RIVER"
"NBC_SEAK","NOMN","KASIKS_R"
"NBC_SEAK","NOMN","KASIKS_RIVER"
"NBC_SEAK","NOMN","KATEEN"
"NBC_SEAK","NOMN","KATEEN_RIVER"
"NBC_SEAK","NOMN","KILBELLA"
"NBC_SEAK","NOMN","KILBELLA_RIVER"
"NBC_SEAK","NOMN","KILDALA"
"NBC_SEAK","NOMN","KILDALA_RIVER"
"NBC_SEAK","NOMN","KITIMAT"
"NBC_SEAK","NOMN","KITIMAT_RIVER"
"NBC_SEAK","NOMN","KITLOPE"
"NBC_SEAK","NOMN","KITLOPE_RIVER"
"NBC_SEAK","NOMN","KLUAYAZ_CREEK"
"NBC_SEAK","NOMN","LOWATNARKO"
"NBC_SEAK","NOMN","LOWATNARKO(11)"
"NBC_SEAK","NOMN","MEZIADIN_RIVER"
"NBC_SEAK","NOMN","NEECHANZ_RIVER"
"NBC_SEAK","NOMN","NEECHANZE"
"NBC_SEAK","NOMN","NUSATSUM"
"NBC_SEAK","NOMN","NUSATSUM_RIVER"
"NBC_SEAK","NOMN","OWEEGEE_CREEK"
"NBC_SEAK","NOMN","S-ATNARKO R LOW"
"NBC_SEAK","NOMN","S-ATNARKO R UP"
"NBC_SEAK","NOMN","S-KILBELLA R"
"NBC_SEAK","NOMN","SALLOOMT_RIVER"
"NBC_SEAK","NOMN","SALOOMPT"
"NBC_SEAK","NOMN","SNOOTLI CREEK H"
"NBC_SEAK","NOMN","SNOWBANK_CREEK"
"NBC_SEAK","NOMN","TAKIA"
"NBC_SEAK","NOMN","TAKIA_RIVER"
"NBC_SEAK","NOMN","THOMAS_CREEK"
"NBC_SEAK","NOMN","TSEAX_SLOUGH"
"NBC_SEAK","NOMN","U_ATNARKO"
"NBC_SEAK","NOMN","U_DEAN"
"NBC_SEAK","NOMN","WANNOCK_R"
"NBC_SEAK","NOMN","WANNOCK_RIVER"
"NBC_SEAK","NOMN","ZYMAGOTITZ_RIVER"
"NBC_SEAK","NSE_Alaska_Chilkat_R","BIG_BOULDER_CR"
"NBC_SEAK","NSE_Alaska_Chilkat_R","TAHINI_R"
"NBC_SEAK","NSE_Alaska_King_Salmon_R","KING_SALMON_R"
"NBC_SEAK","QCI","YAKOUN"
"NBC_SEAK","Skeena_Bulkley","BULKLEY_EARLY"
"NBC_SEAK","Skeena_Bulkley","MORICE_R"
"NBC_SEAK","Skeena_Bulkley","MORICE_RIVER"
"NBC_SEAK","Skeena_Bulkley","S-BULKLEY R UP"
"NBC_SEAK","Skeena_Bulkley","S-KITSUM ABV CANYON"
"NBC_SEAK","Skeena_Bulkley","S-KITSUM BEL CANYON"
"NBC_SEAK","Skeena_Bulkley","S-MORICE R"
"NBC_SEAK","Skeena_Bulkley","SUSKWA"
"NBC_SEAK","Skeena_Lower","ECSTALL"
"NBC_SEAK","Skeena_Lower","EXCHAMSIKS"
"NBC_SEAK","Skeena_Lower","EXCHAMSIKS_RIVER"
"NBC_SEAK","Skeena_Lower","EXSTEW_R"
"NBC_SEAK","Skeena_Lower","EXSTEW_RIVER"
"NBC_SEAK","Skeena_Lower","FIDDLER_CR"
"NBC_SEAK","Skeena_Lower","GITNADOIX"
"NBC_SEAK","Skeena_Lower","GITNADOIX_RIVER"
"NBC_SEAK","Skeena_Lower","KHYEX_R"
"NBC_SEAK","Skeena_Lower","L_KALUM"
"NBC_SEAK","Skeena_Lower","THOMAS_CR"
"NBC_SEAK","Skeena_Mid","BABINE"
"NBC_SEAK","Skeena_Mid","BABINE_RIVER-SECTIONS_1_TO_3"
"NBC_SEAK","Skeena_Mid","KISPIOX"
"NBC_SEAK","Skeena_Mid","KISPIOX_RIVER"
"NBC_SEAK","Skeena_Mid","KITSUMKALUM_R"
"NBC_SEAK","Skeena_Mid","KITSUMKALUM_RIVER-LOWER"
"NBC_SEAK","Skeena_Mid","KITWANGA"
"NBC_SEAK","Skeena_Mid","KITWANGA_RIVER"
"NBC_SEAK","Skeena_Mid","NANGEESE_R"
"NBC_SEAK","Skeena_Mid","SHEGUNIA_R"
"NBC_SEAK","Skeena_Mid","SHEGUNIA_RIVER"
"NBC_SEAK","Skeena_Mid","SWEETIN"
"NBC_SEAK","Skeena_Mid","SWEETIN_RIVER"
"NBC_SEAK","Skeena_Mid","ZYMOGOTITZ_R"
"NBC_SEAK","Skeena_Upper","KITSEGUECLA_R"
"NBC_SEAK","Skeena_Upper","KLUATANTAN"
"NBC_SEAK","Skeena_Upper","KLUAYAZ_CR"
"NBC_SEAK","Skeena_Upper","KULDO_C"
"NBC_SEAK","Skeena_Upper","KULDO_CREEK"
"NBC_SEAK","Skeena_Upper","OTSI_CR"
"NBC_SEAK","Skeena_Upper","OTSI_CREEK"
"NBC_SEAK","Skeena_Upper","SICINTINE_R"
"NBC_SEAK","Skeena_Upper","SLAMGEESH"
"NBC_SEAK","Skeena_Upper","SLAMGEESH_RIVER"
"NBC_SEAK","Skeena_Upper","SQUINGULA_R"
"NBC_SEAK","Skeena_Upper","SQUINGULA_RIVER"
"NBC_SEAK","Skeena_Upper","SUSTUT"
"NBC_SEAK","SSE_Alaska","CHICKALOON VILLAGE CIF"
"NBC_SEAK","SSE_Alaska","CHICKAMIN"
"NBC_SEAK","SSE_Alaska","CHICKAMIN_H"
"NBC_SEAK","SSE_Alaska","CHICKAMIN_R"
"NBC_SEAK","SSE_Alaska","CRIPPLE_CR"
"NBC_SEAK","SSE_Alaska","KETA CREEK COMPLEX"
"NBC_SEAK","SSE_Alaska","KETA_R"
"NBC_SEAK","SSE_Alaska","KING_CR"
"NBC_SEAK","Stikine","ANDREW_CR"
"NBC_SEAK","Stikine","ANDREW_CRYH"
"NBC_SEAK","Stikine","ANDREW_MEDH"
"NBC_SEAK","Stikine","CRAIG"
"NBC_SEAK","Stikine","CRAIG_RIVER"
"NBC_SEAK","Stikine","DWORSHAK_H"
"NBC_SEAK","Stikine","JOHNNY_TASHOOT"
"NBC_SEAK","Stikine","L_TAHLTAN_R"
"NBC_SEAK","Stikine","LITTLE_TAHLTAN"
"NBC_SEAK","Stikine","SHAKES_CR"
"NBC_SEAK","Stikine","TAHLTAN_R"
"NBC_SEAK","Stikine","TUYA_R"
"NBC_SEAK","Stikine","VERRETT"
"NBC_SEAK","Taku","DUDIDONTU"
"NBC_SEAK","Taku","DUDIDONTU_RIVER"
"NBC_SEAK","Taku","HACKETT_R"
"NBC_SEAK","Taku","KOWATUA"
"NBC_SEAK","Taku","LITTLE_TATSAM"
"NBC_SEAK","Taku","NAHLIN"
"NBC_SEAK","Taku","NAKINA"
"NBC_SEAK","Taku","NAKINA_R"
"NBC_SEAK","Taku","TATSAMENIE"
"NBC_SEAK","Taku","TSETA"
"NBC_SEAK","Taku","YETH_CR"
"NBC_SEAK","Taku_R","KOWATUA_CR"
"NBC_SEAK","Taku_R","NAHLIN_R_U"
"NBC_SEAK","Taku_R","TATSATUA_CR"
"NBC_SEAK","Taku_R","U_NAHLIN_R"
"PSD","C_Puget_Sound","BEAR_CR_SUFA"
"PSD","C_Puget_Sound","BIG SOOS CR  09.0072"
"PSD","C_Puget_Sound","CEDAR_EARLY"
"PSD","C_Puget_Sound","CEDAR_R_SUFA"
"PSD","C_Puget_Sound","CLARKS CR    10.0027"
"PSD","C_Puget_Sound","GROVERS CR   15.0299"
"PSD","C_Puget_Sound","ISSAQUAH CR  08.0178"
"PSD","C_Puget_Sound","LTL WHITE SALMON-NFH"
"PSD","C_Puget_Sound","LTL WHITE SALMON NFH"
"PSD","C_Puget_Sound","PORTAGE BAY STOCK UW"
"PSD","C_Puget_Sound","VOIGHT CR    10.0414"
"PSD","C_Puget_Sound","WA URB LITTLE WHITE"
"PSD","C_Puget_Sound","WALLACE R HATCHERY"
"PSD","C_Puget_Sound","WALLACE RIVER HATCHERY"
"PSD","C_Puget_Sound","WHITE R      10.0031"
"PSD","C_Puget_Sound","WHITE_F"
"PSD","C_Puget_Sound","WHITE_H"
"PSD","C_Puget_Sound","WHITE_RIVER"
"PSD","Hood_Canal","GEORGE ADAMS (PURDY)"
"PSD","Hood_Canal","HAMMA HAMMA  16.0251"
"PSD","Hood_Canal","HAMMA_HAMMA_R"
"PSD","Hood_Canal","HOODSPORT HATCHERY"
"PSD","Hood_Canal","NF_SKOKOMISH_F"
"PSD","Hood_Canal","QUILCENE NFH"
"PSD","Hood_Canal","SKOKOMISH R  16.0001"
"PSD","N_Puget_Sound","FORTSON POND NET PEN"
"PSD","N_Puget_Sound","GLENWOOD SPRINGS"
"PSD","N_Puget_Sound","HURD CR HATCHERY"
"PSD","N_Puget_Sound","L_SAUK_R"
"PSD","N_Puget_Sound","L_SKAGIT_R_FA"
"PSD","N_Puget_Sound","LUMMI SEA PONDS"
"PSD","N_Puget_Sound","MARBLEMOUNT HATCH"
"PSD","N_Puget_Sound","MARBLEMOUNT HATCHERY"
"PSD","N_Puget_Sound","MARBLEMOUNT_HSP"
"PSD","N_Puget_Sound","MARBLEMOUNT_HSU"
"PSD","N_Puget_Sound","NF_NOOKSACK_H"
"PSD","N_Puget_Sound","NOOKSACK -SF 01.0246"
"PSD","N_Puget_Sound","NOOKSACK R   01.0120"
"PSD","N_Puget_Sound","NOOKSACK_RIVER"
"PSD","N_Puget_Sound","SAMISH   (FRIDAY CR)"
"PSD","N_Puget_Sound","SAMISH HATCHERY"
"PSD","N_Puget_Sound","SAMISH R     03.0005"
"PSD","N_Puget_Sound","SAMISH_H"
"PSD","N_Puget_Sound","SKAGIT R     03.0176"
"PSD","N_Puget_Sound","SKAGIT_R"
"PSD","N_Puget_Sound","SKAGIT_RIVER"
"PSD","N_Puget_Sound","SKOOKUM CR   01.0273"
"PSD","N_Puget_Sound","SKOOKUM CR HATCHERY"
"PSD","N_Puget_Sound","SKYKOMISH R  07.0012"
"PSD","N_Puget_Sound","SKYKOMISH_R"
"PSD","N_Puget_Sound","SKYKOMISH_RIVER"
"PSD","N_Puget_Sound","SNOHOMISH R  07.0012"
"PSD","N_Puget_Sound","SNOHOMISH_R"
"PSD","N_Puget_Sound","SNOHOMISH_RIVER"
"PSD","N_Puget_Sound","STILLAGUAMISH R"
"PSD","N_Puget_Sound","STILLAGUAMISH R -NF"
"PSD","N_Puget_Sound","STILLAGUAMISH_RIVER"
"PSD","N_Puget_Sound","STILLAGUAMISHS"
"PSD","N_Puget_Sound","U_SAUK_R"
"PSD","N_Puget_Sound","U_SAUK_R_SPSU"
"PSD","N_Puget_Sound","U_SKAGIT_R"
"PSD","N_Puget_Sound","WALLACE R    07.0940"
"PSD","N_Puget_Sound","WALLACE R + SAMISH"
"PSD","N_Puget_Sound","NOOKSACK_SP@KE"
"PSD","N_Puget_Sound","SKAGIT_SU"
"PSD","N_Puget_Sound","SKYKOMISH_SU"
"PSD","S_Puget_Sound","BERNIE GOBIN HATCH"
"PSD","S_Puget_Sound","CHAMBERS CR  12.0007"
"PSD","S_Puget_Sound","CLARKS CRK HATCHERY"
"PSD","S_Puget_Sound","CLEAR CR    11.0013C"
"PSD","S_Puget_Sound","CLEAR CREEK HATCHERY"
"PSD","S_Puget_Sound","DESCHUTES R  13.0028"
"PSD","S_Puget_Sound","GARRISON HATCHERY"
"PSD","S_Puget_Sound","GORST CR REARING PND"
"PSD","S_Puget_Sound","GREEN@KENDAL_F"
"PSD","S_Puget_Sound","GREEN_F@SOOS"
"PSD","S_Puget_Sound","GREEN_R_FA"
"PSD","S_Puget_Sound","GREEN_RIVER"
"PSD","S_Puget_Sound","GREEN_RIVER-KENDAL"
"PSD","S_Puget_Sound","GROVERS CR HATCHERY"
"PSD","S_Puget_Sound","GROVERS_CR_H"
"PSD","S_Puget_Sound","HUPP SPRINGS REARING"
"PSD","S_Puget_Sound","HUPP_SP_H"
"PSD","S_Puget_Sound","ICY CR HATCHERY"
"PSD","S_Puget_Sound","ISSAQUAH HATCHERY"
"PSD","S_Puget_Sound","KALAMA CR    11.0017"
"PSD","S_Puget_Sound","KENDALL CR HATCHERY"
"PSD","S_Puget_Sound","MINTER CR    15.0048"
"PSD","S_Puget_Sound","MINTER CR HATCHERY"
"PSD","S_Puget_Sound","NISQUALLY R  11.0008"
"PSD","S_Puget_Sound","S_PRAIRIE_CR"
"PSD","S_Puget_Sound","SOOS CREEK HATCHERY"
"PSD","S_Puget_Sound","SOOS_CR_H"
"PSD","S_Puget_Sound","SOOS_CREEK"
"PSD","S_Puget_Sound","SOOS_H"
"PSD","S_Puget_Sound","TUMWATER FALLS HATCHERY"
"PSD","S_Puget_Sound","UW_H_SUFA"
"PSD","S_Puget_Sound","VOIGHTS CR HATCHERY"
"PSD","S_Puget_Sound","VOIGHTS_H"
"Russia","Russia","AVACHA"
"Russia","Russia","BOLSHAYA_RIVER"
"Russia","Russia","TIGIL_RIVER"
"SOG","ECVI","BIG QUALICUM RIVER H"
"SOG","ECVI","BIG_QUALICUM"
"SOG","ECVI","CAMPBELL_RIVER"
"SOG","ECVI","CHEMAINUS"
"SOG","ECVI","CHEMAINUS_RIVER"
"SOG","ECVI","COWICHAN"
"SOG","ECVI","COWICHAN RIVER H"
"SOG","ECVI","COWICHAN_RIVER"
"SOG","ECVI","DISCOVERY PASSAGE SEAPENS"
"SOG","ECVI","FANNY BAY/ JNST SEAPEN"
"SOG","ECVI","KEOGH R"
"SOG","ECVI","L_QUALICUM"
"SOG","ECVI","LITTLE_QUALICUM_RIVER"
"SOG","ECVI","NANAIMO_F"
"SOG","ECVI","NANAIMO_RIVER-UPPER"
"SOG","ECVI","NANAIMO_RIVER_F"
"SOG","ECVI","NANAIMO_RIVER_FALL"
"SOG","ECVI","NANAIMO_RIVER_S"
"SOG","ECVI","NANAIMO_RIVER_SUMMER"
"SOG","ECVI","NANAIMO_SP"
"SOG","ECVI","NANAIMO_SU"
"SOG","ECVI","NANAIMOSU_BACKX"
"SOG","ECVI","NANAIMOUPPER"
"SOG","ECVI","OYSTER_RIVER"
"SOG","ECVI","PUNTLEDGE RIVER H"
"SOG","ECVI","PUNTLEDGE_BACKX"
"SOG","ECVI","PUNTLEDGE_F"
"SOG","ECVI","PUNTLEDGE_RIVER"
"SOG","ECVI","PUNTLEDGE_RIVER(FALL)"
"SOG","ECVI","PUNTLEDGE_RIVER_FALL"
"SOG","ECVI","PUNTLEDGE_SU"
"SOG","ECVI","PUNTLEDGESUM"
"SOG","ECVI","QUALICUM_RIVER"
"SOG","ECVI","QUATSE"
"SOG","ECVI","QUATSE_RIVER"
"SOG","ECVI","ROSEWALL CREEK H"
"SOG","ECVI","S-BIG QUALICUM R"
"SOG","ECVI","S-CHEMAINUS R"
"SOG","ECVI","S-COWICHAN R"
"SOG","ECVI","S-FIRST LK/GSVI"
"SOG","ECVI","S-L QUALICUM R"
"SOG","ECVI","S-NANAIMO R"
"SOG","ECVI","S-PUNTLEDGE R"
"SOG","ECVI","S-WOSS R"
"SOG","ECVI","SNOQUALMIE_R"
"SOG","ECVI","WOSS_LAKE"
"SOG","ECVI","WOSS_RIVER"
"SOG","ECVI","QUINSAM"
"SOG","ECVI","QUINSAM RIVER H"
"SOG","ECVI","QUINSAM_RIVER"
"SOG","ECVI","S-QUINSAM R"
"SOG","SOMN","CAPILANO"
"SOG","SOMN","ASHLULM"
"SOG","SOMN","CAPILANO RIVER H"
"SOG","SOMN","CAPILANO_RIVER"
"SOG","SOMN","CHEAKAMUS"
"SOG","SOMN","CHEAKAMUS_F"
"SOG","SOMN","CHEAKAMUS_RIVER"
"SOG","SOMN","CHEAKAMUS_RIVER-TENDERFOOT"
"SOG","SOMN","CHEAKAMUS_RIVER_FALL"
"SOG","SOMN","CHEAKAMUS_RIVER_SUMMER"
"SOG","SOMN","CHEAKAMUS_SU"
"SOG","SOMN","DEVEREUX_CREEK"
"SOG","SOMN","KLINAKLINI_RIVER"
"SOG","SOMN","MAMQUAM"
"SOG","SOMN","MAMQUAM_RIVER"
"SOG","SOMN","PHILLIPS"
"SOG","SOMN","PHILLIPS RIVER H"
"SOG","SOMN","PHILLIPS_RIVER"
"SOG","SOMN","PORTEAU_COVE"
"SOG","SOMN","S-ASHLU CR"
"SOG","SOMN","S-CHEAKAMUS R"
"SOG","SOMN","S-MAMQUAM R"
"SOG","SOMN","S-PHILLIPS R"
"SOG","SOMN","S-PORTEAU CV"
"SOG","SOMN","S-SHOVELNOSE CR"
"SOG","SOMN","SALMON_RIVER_JNST"
"SOG","SOMN","SHOVEL_CREEK"
"SOG","SOMN","SHOVELNOSE_CREEK"
"SOG","SOMN","SOUTHGATE_RIVER"
"SOG","SOMN","SQUAMISH"
"SOG","SOMN","SQUAMISH_RIVER"
"SOG","SOMN","TENDERFOOT CREEK H"
"SOG","SOMN","TENDERFOOT_CREEK"
"SOG","SOMN","BUTE"
"SOG","SOMN","DEVEREUX"
"SOG","SOMN","HOMATHKO"
"SOG","SOMN","KLINAKLINI"
"WACST","Juan_de_Fuca","DUNGENESS R  18.0018"
"WACST","Juan_de_Fuca","DUNGENESS_R"
"WACST","Juan_de_Fuca","ELWHA R      18.0272"
"WACST","Juan_de_Fuca","HOKO R       19.0148"
"WACST","Washington_Coast","CHEHALIS RIVER H"
"WACST","Washington_Coast","CHEHALIS_RIVER"
"WACST","Washington_Coast","CHEHALIS_RIVER_SUMMER"
"WACST","Washington_Coast","COOK CR      21.0429"
"WACST","Washington_Coast","ELWHA HATCHERY"
"WACST","Washington_Coast","ELWHA_F"
"WACST","Washington_Coast","ELWHA_FALL"
"WACST","Washington_Coast","FORKS CREEK HATCHERY"
"WACST","Washington_Coast","FORKS_CR_H"
"WACST","Washington_Coast","FORKS_CREEK_HATCHERY"
"WACST","Washington_Coast","HOH_R"
"WACST","Washington_Coast","HOH_RIVER"
"WACST","Washington_Coast","HOH_RIVER_SP_S"
"WACST","Washington_Coast","HOKO FALLS HATCHERY"
"WACST","Washington_Coast","HOKO_H_FA"
